filename,iati-activity/iati-identifier[1],iati-activity/transaction,iati-activity/transaction@humanitarian,iati-activity/transaction@ref,iati-activity/transaction/transaction-type[1],iati-activity/transaction/transaction-type[1]@code,iati-activity/transaction/transaction-date[1],iati-activity/transaction/transaction-date[1]@iso-date,iati-activity/transaction/value[1],iati-activity/transaction/value[1]@currency,iati-activity/transaction/value[1]@value-date,iati-activity/transaction/description[1],iati-activity/transaction/provider-org[1],iati-activity/transaction/provider-org[1]@provider-activity-id,iati-activity/transaction/provider-org[1]@ref,iati-activity/transaction/provider-org[1]@type,iati-activity/transaction/receiver-org[1],iati-activity/transaction/receiver-org[1]@receiver-activity-id,iati-activity/transaction/receiver-org[1]@ref,iati-activity/transaction/receiver-org[1]@type,iati-activity/transaction/sector[1],iati-activity/transaction/sector[1]@code,iati-activity/transaction/sector[1]@percentage,iati-activity/transaction/sector[1]@vocabulary,iati-activity/transaction/recipient-country[1],iati-activity/transaction/recipient-country[1]@code,iati-activity/transaction/recipient-country[1]@percentage,iati-activity/transaction/recipient-region[1],iati-activity/transaction/recipient-region[1]@code,iati-activity/transaction/recipient-region[1]@percentage,iati-activity/transaction/recipient-region[1]@vocabulary,iati-activity/transaction/flow-type[1],iati-activity/transaction/flow-type[1]@code,iati-activity/transaction/finance-type[1],iati-activity/transaction/finance-type[1]@code,iati-activity/transaction/aid-type[1],iati-activity/transaction/aid-type[1]@code,iati-activity/transaction/aid-type[1]@vocabulary
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00000925 (Grant Split: C19 5% / Normal Prog 95%),,1,,2020-10-01,2988316.75,DKK,2020-10-01,"
        ","
        ",,XI-IATI-EC_ECHO,15,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001232 (Grant Split: C19 20% / Normal Prog 80%),,1,,2020-10-01,21298622.40,DKK,2020-10-01,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001247 (Grant Split: C19 50% / Normal Prog 50%),,1,,2020-10-01,200953.71,,2020-10-01,"
        ","
        ",,,60,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001829  (Grant Split: C19 10% / Normal Prog 90%),,1,,2020-10-01,787570.68,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41121,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001830 (Grant Split: C19 10% / Normal Prog 90%),,1,,2020-10-01,100542.54,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41121,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00002121,,1,,2020-06-01,1428571.50,DKK,2020-06-30,"
        ","
        ",,,60,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00002277,,1,,2020-06-01,1000000,DKK,2020-06-30,"
        ","
        ",,,60,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",,Gr00002122,,1,,2020-06-01,1428571.50,DKK,2020-06-30,"
        ","
        ",,,60,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00002214,,1,,2020-06-01,2000000,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00001721 (Grant Split: C19 2% / Normal Prog 98%),,1,,2020-06-01,270217,DKK,2020-06-30,"
        ","
        ",,XM-DAC-41121,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00002095 (Grant Split: C19 11% / Normal Prog 89%),,1,,2020-06-01,172812,DKK,2020-06-30,"
        ","
        ",,XM-DAC-41121,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00002311,,1,,2020-06-01,20000000,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00002242,,1,,2020-06-01,1080000,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00002280,,1,,2020-06-01,2160000,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Unknown,,1,,2020-06-01,25000,DKK,2020-06-30,"
        ","
        ",,,60,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,Gr00002298 (Grant Split: C19 10% / Normal Prog 90%),,1,,2020-06-01,100000,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO01-19,"
      ",1,,,11,,2020-10-01,76410513.00,DKK,2020-10-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00002129,,1,,2020-06-01,142857,DKK,2020-06-30,"
        ","
        ",,,60,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00002344,,1,,2020-10-01,4539754.80,DKK,2020-10-01,"
        ","
        ",,CH-4,10,"
        ",,DK-CVR-20699310,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00001798 (Grant Split: C19-Re 50% / Normal Prog 50%),,1,,2020-10-01,1429732.83,DKK,2020-10-01,"
        ","
        ",,CH-4,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00001815 (Grant Split: C19-Re 30% / Normal Prog 70%),,1,,2020-10-01,495257.11,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41121,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00001816 (Grant Split: C19-Re 30% / Normal Prog 70%),,1,,2020-10-01,40829.70,DKK,2020-10-01,"
        ","
        ",,XM-DAC-41121,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00001958 (Grant Split: C19-Re 50% / Normal Prog 50%),,1,,2020-10-01,5209911.00,DKK,2020-10-01,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00002479,,1,,2020-10-01,2433772.71,DKK,2020-10-01,"
        ","
        ",,XM-DAC-47066,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00000849 (Grant Split: C19 5% / Normal Prog 95%),,1,,2020-10-01,1519032.69,DKK,2020-10-01,"
        ","
        ",,GB-GOV-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00001706  (Grant Split: C19-Re 9% / Normal Prog 91%),,1,,2020-10-01,500080.00,DKK,2020-10-01,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00002416,,1,,2020-10-01,2481834.16,DKK,2020-10-01,"
        ","
        ",,US-GOV-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00002471,,1,,2020-10-01,44656.38,DKK,2020-10-01,"
        ","
        ",,,21,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00000002 (Grant Split: C19 86% / Normal Prog 14%),,1,,2020-10-01,3392396.33,DKK,2020-10-01,"
        ","
        ",,,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00001862 (Grant Split: C19-Re 1% / Normal Prog 99%),,1,,2020-10-01,1437712.15,DKK,2020-10-01,"
        ","
        ",,XM-DAC-47066,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00002190,,1,,2020-10-01,41679.29,DKK,2020-10-01,"
        ","
        ",,,60,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00002348,,1,,2020-10-01,167759.23,DKK,2020-10-01,"
        ","
        ",,41119,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00002162 (Grant Split: C19 6% / Normal Prog 94%),,1,,2020-10-01,502852.20,DKK,2020-10-01,"
        ","
        ",,GB-GOV-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00002303 (Grant Split: C19 4% / Normal Prog 96%),,1,,2020-10-01,790413.60,DKK,2020-10-01,"
        ","
        ",,CH-4,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00000176 (Grant Split: C19 8% / Normal Prog 92%),,1,,2020-10-01,1766512.80,DKK,2020-10-01,"
        ","
        ",,SE-0,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00001732 (Grant Split: C19 <1% / Normal Prog >99%),,1,,2020-10-01,13022.04,DKK,2020-10-01,"
        ","
        ",,XI-IATI-EC_DEVCO,15,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00001731 (Grant Split: C19-Re 20% / Normal Prog 80%),,1,,2020-10-01,90538.21,DKK,2020-10-01,"
        ","
        ",,,40,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00002314,,1,,2020-10-01,62870.00,DKK,2020-10-01,"
        ","
        ",,,15,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00002275,,1,,2020-06-01,1000000,DKK,2020-06-30,"
        ","
        ",,,60,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,,,11,,2020-10-01,80533916.2,DKK,2020-10-01,"
        ",,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00002155,,1,,2020-10-01,32500000,DKK,2020-10-01,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00002113,,1,,2020-06-01,325610,DKK,2020-06-30,"
        ","
        ",,DK-CVR-20699310,21,"
        ",,,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00002244,,1,,2020-06-01,1500000,DKK,2020-06-30,"
        ","
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DRCRO05-19,"
      ",1,Gr00002127,,1,,2020-06-01,1285714,DKK,2020-06-30,"
        ","
        ",,,60,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF212197,"
      ",,,,1,,2020-08-13,600000,GBP,2020-08-13,,"
        ",GB-GOV-1-301150-117,GB-GOV-1,10,"
        ",DK-CVR-20699310-DK212197,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF212197,"
      ",,,,1,,2020-11-03,600000,GBP,2020-11-03,,"
        ",GB-GOV-1-301150-117,GB-GOV-1,10,"
        ",DK-CVR-20699310-DK212197,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF212197,"
      ",,,,1,,2021-01-29,400000,GBP,2021-01-29,,"
        ",GB-GOV-1-301150-117,GB-GOV-1,10,"
        ",DK-CVR-20699310-DK212197,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF212197,"
      ",1,,,3,,2020-07-08,71708,GBP,2020-07-08,"
        ","
        ",DK-CVR-20699310-DK212197,DK-CVR-20699310,21,"
        ",GB-CHC-1082565,FR-RCS-519655997,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF212197,"
      ",1,,,3,,2020-06-18,78233,GBP,2020-06-18,"
        ","
        ",DK-CVR-20699310-DK212197,DK-CVR-20699310,21,"
        ",,GB-CHC-328158,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF212197,"
      ",1,,,3,,2020-06-18,54675,GBP,2020-06-18,"
        ","
        ",DK-CVR-20699310-DK212197,DK-CVR-20699310,21,"
        ",,GB-CHC-1178168,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF212197,"
      ",1,,,3,,2020-06-29,80817,GBP,2020-06-29,"
        ","
        ",DK-CVR-20699310-DK212197,DK-CVR-20699310,21,"
        ",,,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF212197,"
      ",1,,,3,,2020-07-16,210000,GBP,2020-07-16,"
        ","
        ",DK-CVR-20699310-DK212197,DK-CVR-20699310,21,"
        ",,NO-BRC-977538319,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF212197,"
      ",,,,3,,2020-06-09,79119,GBP,2020-06-09,"
        ","
        ",DK-CVR-20699310-DK212197,DK-CVR-20699310,21,"
        ",,,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF212197,"
      ",1,,,3,,2020-07-13,50339,GBP,2020-07-13,"
        ","
        ",DK-CVR-20699310-DK212197,DK-CVR-20699310,21,"
        ",,GB-CHC-1126727,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF212197,"
      ",1,,,1,,2020-06-22,400000.00,GBP,2020-06-01,"
        ","
        ",GB-GOV-1-301150-117,GB-GOV-1,10,"
        ",DK-CVR-20699310-DK212197,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF201067,"
      ",,,,1,,2019-03-30,67138,GBP,2019-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF201067,"
      ",,95% Normal Pro/ 5% COVID Re ,,1,,2020-08-04,185714.00,GBP,2020-08-04,"
        ","
        ",,GB-COH-03259922,70,"
        ",DK-CVR-20699310-DF201067,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DF201067,"
      ",,n/a ,,1,,2019-12-01,278571.00,GBP,2019-12-01,"
        ","
        ",, GB-COH-03259922,70,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19953,"
      ",,,,11,,2019-03-31,13000000,,2019-03-31,,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19953,"
      ",,,,4,,2018-12-31,2102,,2018-12-31,,"
        ",,,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19953,"
      ",,,,4,,2019-03-31,3188365,,2019-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19953,"
      ",,,,4,,2019-06-30,4944946,,2019-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19953,"
      ",,,,4,,2019-09-30,3852009,,2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19953,"
      ",,,,4,,2019-12-31,4342519,,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19953,"
      ",,,,4,,2020-03-31,1333631,,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19953,"
      ",,,,11,,2019-09-30,13000000,,2019-09-30,,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19953,"
      ",,,,4,,2020-06-30,6955,,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK1925,"
      ",,,,11,,2019-09-30,16500000,,2019-09-30,,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK1925,"
      ",,,,11,,2020-03-31,1173876,,2020-03-31,,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK1925,"
      ",,,,4,,2019-03-31,2001912,,2019-03-31,,"
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK1925,"
      ",,,,4,,2019-06-30,2950619,,2019-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK1925,"
      ",,,,4,,2019-09-30,3933725,,2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK1925,"
      ",,,,4,,2019-12-31,7421507,,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK1925,"
      ",,,,4,,2020-03-31,2167393,,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19524,"
      ",,,,11,,2019-09-30,3000000,,2019-09-30,,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19524,"
      ",,,,4,,2019-03-31,631300,,2019-03-31,,"
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19524,"
      ",,,,11,,2019-03-31,3000000,,2019-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19524,"
      ",,,,4,,2019-06-30,819846,,2019-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19524,"
      ",,,,4,,2019-09-30,1390541,,2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19524,"
      ",,,,4,,2019-12-31,1763794,,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19524,"
      ",,,,4,,2020-03-31,746676,,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19615,"
      ",,,,11,,2019-03-31,3000000,,2019-03-31,,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19615,"
      ",,,,11,,2019-09-30,3000000,,2019-09-30,,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19615,"
      ",,,,4,,2019-03-31,65311,,2019-03-31,,"
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19615,"
      ",,,,4,,2019-06-30,193215,,2019-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19615,"
      ",,,,4,,2019-09-30,503433,,2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19615,"
      ",,,,4,,2019-12-31,1807806,,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19615,"
      ",,,,4,,2020-03-31,483270,,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19649,"
      ",,,,11,,2019-03-31,1400000,,2019-03-31,,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19649,"
      ",,,,11,,2019-09-30,1400000,,2019-09-30,,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19649,"
      ",,,,4,,2019-03-31,279525,,2019-03-31,,"
        ",,,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19649,"
      ",,,,4,,2019-06-30,462781,,2019-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19649,"
      ",,,,4,,2019-09-30,711907,,2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19649,"
      ",,,,4,,2019-12-31,1265060,,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19649,"
      ",,,,4,,2020-03-31,118774,,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19950,"
      ",,,,11,,2019-01-01,700000,,2019-01-01,,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19950,"
      ",,,,11,,2019-07-01,700000,,2019-07-01,,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19652,"
      ",,,,4,,2019-03-31,317155,,2019-03-31,,"
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19652,"
      ",,,,4,,2019-06-30,249110,,2019-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19652,"
      ",,,,4,,2019-09-30,616724,,2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19652,"
      ",,,,4,,2019-12-31,1094304,,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19652,"
      ",,,,11,,2019-09-30,1200000,,2019-09-30,,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19652,"
      ",,,,4,,2020-03-31,128435,,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19652,"
      ",,,,4,,2020-12-31,41,,2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19652,"
      ",,,,11,,2019-03-31,1200000,,2019-03-31,,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19653,"
      ",,,,4,,2019-03-31,615575,,2019-03-31,,"
        ",,XM-DAC-3-1,10,"
        ",,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19653,"
      ",,,,4,,2019-06-30,815360,,2019-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19653,"
      ",,,,4,,2019-09-30,827774,,2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19653,"
      ",,,,4,,2019-12-31,910454,,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19653,"
      ",,,,11,,2019-09-30,1600000,,2019-09-30,,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19653,"
      ",,,,4,,2020-03-31,-10,,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19653,"
      ",,,,11,,2019-03-31,1600000,,2019-03-31,,"
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
drc-activities,DK-CVR-20699310-DK19713,"
      ",,,,1,,2019-08-01,2000000.00,DKK,2019-01-01,"
        ","
        ",XM-DAC-3-1-271673-32612,XM-DAC-3-1,10,"
        ",DK-CVR-20699310-DK19938,DK-CVR-20699310,21,,,,,,,,,,,,,,,,,,
